gene_id,avg_effective_length
ENSG00000013563,2245.3080952380956
ENSG00000013573,1976.9019047619042
ENSG00000013583,1046.8880952380953
ENSG00000013588,3607.459047619048
ENSG00000013619,3753.8776190476196
ENSG00000013725,2053.309523809524
ENSG00000013810,1939.4828571428573
ENSG00000014123,3889.5661904761905
ENSG00000014138,2705.271428571428
ENSG00000014164,2806.5533333333337
ENSG00000014216,1803.151904761905
ENSG00000014257,1936.212380952381
ENSG00000014641,797.3504761904761
ENSG00000014824,3545.495714285714
ENSG00000014914,1696.8138095238094
ENSG00000014919,4054.740476190477
ENSG00000015133,2734.9961904761903
ENSG00000015153,903.2271428571429
ENSG00000015171,3394.3266666666664
ENSG00000015285,1659.8895238095233
ENSG00000015413,1053.867619047619
ENSG00000015475,1485.6638095238093
ENSG00000015479,1653.040952380952
ENSG00000015520,4274.176666666666
ENSG00000015532,2413.2171428571423
ENSG00000015568,1541.824285714286
ENSG00000015592,1281.9985714285713
ENSG00000015676,1251.0428571428572
ENSG00000016082,1488.545238095238
ENSG00000016391,5086.5166666666655
ENSG00000016402,1695.2180952380952
ENSG00000016490,3068.0690476190475
ENSG00000016602,1714.1528571428569
ENSG00000016864,1427.4457142857143
ENSG00000017260,2981.765238095238
ENSG00000017427,2488.138095238095
ENSG00000017483,1036.835714285714
ENSG00000017797,2103.0866666666666
ENSG00000018189,1933.2671428571427
ENSG00000018236,1937.5185714285712
ENSG00000018280,2331.3180952380953
ENSG00000018408,2145.090952380953
ENSG00000018510,3103.0366666666664
ENSG00000018607,1692.3547619047613
ENSG00000018610,1774.0142857142855
ENSG00000018625,2829.292857142858
ENSG00000018699,2448.6928571428566
ENSG00000018869,1153.4561904761904
ENSG00000019102,1091.5333333333335
ENSG00000019144,2519.5890476190475
ENSG00000019169,1211.8590476190477
ENSG00000019186,1254.8642857142856
ENSG00000019485,8064.820476190475
ENSG00000019505,2286.069047619048
ENSG00000019549,1816.8352380952376
ENSG00000019582,1103.8119047619048
ENSG00000019991,1290.2685714285717
ENSG00000019995,5360.017619047619
ENSG00000020129,3015.872857142858
ENSG00000020181,4771.495238095237
ENSG00000020219,1592.3547619047617
ENSG00000020256,2346.271428571428
ENSG00000020426,720.3990476190479
ENSG00000020577,2070.64380952381
ENSG00000020633,3888.5242857142857
ENSG00000020922,3876.963333333333
ENSG00000021300,953.8061904761906
ENSG00000021355,1556.503333333333
ENSG00000021461,1242.337142857143
ENSG00000021488,1359.2357142857145
ENSG00000021574,4117.546666666667
ENSG00000021645,4359.184285714286
ENSG00000021762,2223.984761904762
ENSG00000021776,5991.1719047619035
ENSG00000021826,3114.3123809523804
ENSG00000021852,1865.154761904762
ENSG00000022267,1736.5157142857142
ENSG00000022277,1497.2119047619046
ENSG00000022355,3179.6795238095237
ENSG00000022556,1492.2942857142857
ENSG00000022567,4478.350476190476
ENSG00000022840,1004.8219047619051
ENSG00000022976,2446.4099999999994
ENSG00000023041,2165.6366666666668
ENSG00000023171,2988.6842857142856
ENSG00000023191,1491.348095238095
ENSG00000023228,2819.664761904762
ENSG00000023287,5277.087142857142
ENSG00000023318,2833.6347619047624
ENSG00000023330,1697.4280952380955
ENSG00000023445,3917.586666666667
ENSG00000023516,9833.354761904762
ENSG00000023572,2114.6380952380955
ENSG00000023608,2511.354761904762
ENSG00000023697,1389.6957142857143
ENSG00000023734,1060.8433333333337
ENSG00000023839,2554.1933333333336
ENSG00000023892,2243.121428571429
ENSG00000023902,1685.2180952380952
ENSG00000023909,2927.36
ENSG00000024048,7665.904285714289
ENSG00000024422,1764.413333333333
ENSG00000024526,2962.481904761904
ENSG00000024862,1165.354761904762
ENSG00000025039,3488.267619047619
ENSG00000025156,2246.0990476190473
ENSG00000025293,1565.1257142857141
ENSG00000025423,1014.9
ENSG00000025434,1180.6033333333335
ENSG00000025708,829.727619047619
ENSG00000025770,1285.2419047619044
ENSG00000025772,1891.3547619047613
ENSG00000025796,1801.1752380952382
ENSG00000025800,7192.178571428574
ENSG00000026025,1771.0933333333332
ENSG00000026036,5179.935714285714
ENSG00000026103,3028.2352380952375
ENSG00000026297,1187.5595238095239
ENSG00000026508,2304.9704761904763
ENSG00000026559,2150.373809523809
ENSG00000026652,5544.352380952381
ENSG00000026751,2383.925714285714
ENSG00000026950,2545.3904761904764
ENSG00000027001,1334.8080952380953
ENSG00000027075,1789.3557142857144
ENSG00000027644,5118.354761904761
ENSG00000027697,1897.1347619047615
ENSG00000027847,1580.94
ENSG00000027869,1495.260476190476
ENSG00000028116,1690.252857142857
ENSG00000028137,3481.0642857142852
ENSG00000028203,1905.3961904761904
ENSG00000028277,4559.243809523809
ENSG00000028310,1942.405714285714
ENSG00000028528,1898.0671428571432
ENSG00000028839,1005.7133333333335
ENSG00000029153,3098.645714285714
ENSG00000029363,2246.480476190476
ENSG00000029364,3159.638095238095
ENSG00000029534,3051.0647619047613
ENSG00000029559,1491.3547619047617
ENSG00000029639,1120.8285714285716
ENSG00000029725,2225.2509523809526
ENSG00000029993,1584.242380952381
ENSG00000030066,1735.4676190476193
ENSG00000030110,2092.630476190476
ENSG00000030304,3494.5199999999995
ENSG00000030419,7475.378571428571
ENSG00000030582,1201.8519047619045
ENSG00000031003,4041.5638095238096
ENSG00000031081,8054.73619047619
ENSG00000031691,1659.3547619047613
ENSG00000031698,1297.5133333333333
ENSG00000031823,2304.7790476190476
ENSG00000032219,2123.063333333333
ENSG00000032389,1514.174285714286
ENSG00000032444,1765.5666666666666
ENSG00000032742,1746.4171428571428
ENSG00000033011,2669.3223809523815
ENSG00000033030,2219.76380952381
ENSG00000033050,3865.209047619047
ENSG00000033100,3039.3033333333337
ENSG00000033122,4478.195238095238
ENSG00000033170,2064.759047619047
ENSG00000033178,4156.842857142857
ENSG00000033327,4503.657142857142
ENSG00000033627,2237.1252380952383
ENSG00000033800,2474.920476190476
ENSG00000033867,2871.1980952380954
ENSG00000034053,2902.7900000000004
ENSG00000034152,1937.9633333333331
ENSG00000034239,1062.0223809523811
ENSG00000034510,379.354761904762
ENSG00000034533,2230.4585714285713
ENSG00000034677,1419.6599999999999
ENSG00000034693,1639.8019047619046
ENSG00000034713,873.1400000000001
ENSG00000034971,1753.8547619047613
ENSG00000035115,1199.017619047619
ENSG00000035141,1532.6938095238097
ENSG00000035403,5393.110476190477
ENSG00000035499,1473.6995238095237
ENSG00000035664,2864.954285714286
ENSG00000035681,2094.8652380952385
ENSG00000035687,2174.351904761905
ENSG00000035720,1575.6423809523812
ENSG00000035862,3220.232857142857
ENSG00000035928,1867.7004761904764
ENSG00000036054,2634.764285714286
ENSG00000036257,1317.8780952380955
ENSG00000036448,1263.0728571428574
ENSG00000036473,2059.1885714285713
ENSG00000036530,4985.482857142856
ENSG00000036549,2799.7852380952386
ENSG00000036565,2019.5223809523811
ENSG00000036672,1797.932380952381
ENSG00000036828,4768.884761904761
ENSG00000037042,1617.774285714286
ENSG00000037241,621.7404761904762
ENSG00000037280,4253.972857142857
ENSG00000037474,2539.87
ENSG00000037637,4101.99
ENSG00000037749,3780.670476190476
ENSG00000037757,2426.326190476191
ENSG00000037897,906.4609523809523
ENSG00000037965,2335.354761904762
ENSG00000038002,1522.750476190476
ENSG00000038210,3091.745714285714
ENSG00000038219,7648.294285714283
ENSG00000038274,1755.4947619047618
ENSG00000038295,4188.13142857143
ENSG00000038358,2944.2709523809526
ENSG00000038382,1892.4171428571426
ENSG00000038427,3594.012380952381
ENSG00000038532,3480.4661904761906
ENSG00000038945,2111.2671428571434
ENSG00000039068,3259.786190476191
ENSG00000039123,1847.5452380952372
ENSG00000039139,4872.055714285714
ENSG00000039319,3110.816190476189
ENSG00000039523,2740.9671428571432
ENSG00000039537,1406.1509523809525
ENSG00000039560,2697.4404761904766
ENSG00000039600,2474.7914285714287
ENSG00000039650,784.2242857142857
ENSG00000039987,1615.1642857142856
ENSG00000040199,7176.008095238096
ENSG00000040275,1195.2828571428572
ENSG00000040341,1044.6438095238095
ENSG00000040487,1520.1399999999996
ENSG00000040531,2635.0614285714287
ENSG00000040608,1585.5961904761905
ENSG00000040633,1605.4871428571425
ENSG00000040731,2422.5333333333333
ENSG00000040933,3497.1871428571426
ENSG00000041353,4982.040952380951
ENSG00000041357,934.2328571428571
ENSG00000041515,3961.877142857142
ENSG00000041802,1542.0609523809524
ENSG00000041880,1936.5209523809522
ENSG00000041982,3830.854285714285
ENSG00000041988,1282.062857142857
ENSG00000042062,1692.0476190476186
ENSG00000042088,2518.4133333333334
ENSG00000042286,2866.580476190476
ENSG00000042304,1057.354761904762
ENSG00000042317,1371.2209523809522
ENSG00000042429,2651.383333333333
ENSG00000042445,2296.311904761905
ENSG00000042493,666.6561904761904
ENSG00000042753,600.1157142857143
ENSG00000042781,9867.02619047619
ENSG00000042813,693.6728571428572
ENSG00000042832,1209.7871428571427
ENSG00000042980,1430.5785714285712
ENSG00000043039,1979.5690476190473
ENSG00000043093,5977.657619047618
ENSG00000043143,4119.645714285714
ENSG00000043355,1013.3833333333333
ENSG00000043462,1566.690952380952
ENSG00000043514,1416.3233333333333
ENSG00000043591,2957.3547619047627
ENSG00000044012,522.354761904762
ENSG00000044090,2133.5866666666666
ENSG00000044115,1826.3680952380957
ENSG00000044446,3206.957142857144
ENSG00000044459,4294.497619047619
ENSG00000044524,3473.053333333333
ENSG00000044574,3235.8114285714296
ENSG00000046604,3538.284761904762
ENSG00000046647,1778.3685714285714
ENSG00000046651,3200.2204761904763
ENSG00000046653,3004.148571428572
ENSG00000046774,1912.3547619047613
ENSG00000046889,5606.1547619047615
ENSG00000047056,4476.338095238094
ENSG00000047188,4265.842380952381
ENSG00000047230,3530.2899999999995
ENSG00000047249,883.8438095238093
ENSG00000047315,2378.6819047619047
ENSG00000047346,2787.361428571428
ENSG00000047365,4406.104285714286
ENSG00000047410,3781.4747619047616
ENSG00000047457,1232.9576190476191
ENSG00000047578,3033.9476190476194
ENSG00000047579,1243.247619047619
ENSG00000047597,5092.354761904761
ENSG00000047617,1235.6190476190475
ENSG00000047621,1477.7180952380952
ENSG00000047634,2462.394285714286
ENSG00000047644,5546.855238095238
ENSG00000047648,3467.059047619047
ENSG00000047662,6649.354761904764
ENSG00000047849,4743.623333333333
ENSG00000047932,4485.6352380952385
ENSG00000047936,5719.60857142857
ENSG00000048028,2778.319523809524
ENSG00000048052,1480.0238095238096
ENSG00000048140,2499.1757142857145
ENSG00000048162,742.8376190476191
ENSG00000048342,2989.977142857142
ENSG00000048392,3574.724285714286
ENSG00000048405,2741.303333333333
ENSG00000048462,735.7714285714287
ENSG00000048471,1975.7909523809524
ENSG00000048540,1537.021428571429
ENSG00000048544,2012.1585714285711
ENSG00000048545,2005.0690476190473
ENSG00000048649,1177.087142857143
ENSG00000048707,8897.802857142857
ENSG00000048740,4496.850476190476
ENSG00000048828,4919.712857142856
ENSG00000048991,1815.3042857142864
ENSG00000049089,2355.2100000000005
ENSG00000049130,3561.116666666667
ENSG00000049167,2821.3471428571424
ENSG00000049192,4642.383809523809
ENSG00000049239,8647.784285714284
ENSG00000049245,1203.260476190476
ENSG00000049246,4106.922857142857
ENSG00000049247,638.3909523809524
ENSG00000049249,3668.55380952381
ENSG00000049283,1173.6876190476191
ENSG00000049323,2258.2809523809524
ENSG00000049449,1503.8809523809525
ENSG00000049540,1432.130952380952
ENSG00000049541,1407.4695238095237
ENSG00000049618,3246.7233333333334
ENSG00000049656,1466.7447619047618
ENSG00000049759,1901.3000000000002
ENSG00000049768,2048.1990476190476
ENSG00000049769,1775.5771428571431
ENSG00000049860,926.3414285714287
ENSG00000049883,4613.48619047619
ENSG00000050030,10098.164285714285
ENSG00000050130,1614.2190476190478
ENSG00000050165,3467.2480952380956
ENSG00000050327,3404.5604761904765
ENSG00000050344,2640.2476190476195
ENSG00000050393,2032.2428571428566
ENSG00000050405,2041.867619047619
ENSG00000050426,1486.7647619047618
ENSG00000050438,3126.3428571428567
ENSG00000050555,2945.1628571428573
ENSG00000050628,2340.1947619047623
ENSG00000050730,1719.7619047619048
ENSG00000050748,2827.1809523809525
ENSG00000050767,1957.7933333333333
ENSG00000050820,2043.7709523809526
ENSG00000051009,2148.0680952380953
ENSG00000051108,1381.4961904761903
ENSG00000051128,1057.3547619047617
ENSG00000051180,1414.9823809523807
ENSG00000051341,5326.979523809523
ENSG00000051382,2392.7209523809524
ENSG00000051523,575.2042857142857
ENSG00000051596,1127.4723809523812
ENSG00000051620,1076.9004761904764
ENSG00000051825,1452.392857142857
ENSG00000052126,2364.0661904761905
ENSG00000052344,1135.9795238095242
ENSG00000052723,1956.2990476190475
ENSG00000052749,2275.401428571429
ENSG00000052795,5881.450476190476
ENSG00000052802,1988.8885714285714
ENSG00000052841,1839.089523809524
ENSG00000052850,5645.354761904762
ENSG00000053108,1626.1223809523808
ENSG00000053254,2693.5752380952376
ENSG00000053328,2357.330952380952
ENSG00000053371,1471.8161904761903
ENSG00000053372,1657.3157142857142
ENSG00000053438,929.0776190476189
ENSG00000053501,907.6485714285714
ENSG00000053524,3325.6614285714286
ENSG00000053702,2123.6080952380953
ENSG00000053747,3129.856666666666
ENSG00000053770,1469.2695238095241
ENSG00000053900,2243.0976190476194
ENSG00000053918,2711.07619047619
ENSG00000054116,1142.0904761904762
ENSG00000054118,3615.3647619047606
ENSG00000054148,518.4233333333334
ENSG00000054179,1390.3547619047617
ENSG00000054219,5246.856190476192
ENSG00000054267,3094.9328571428573
ENSG00000054277,1955.868095238095
ENSG00000054282,1131.438571428571
ENSG00000054356,1266.8342857142857
ENSG00000054392,2762.4466666666663
ENSG00000054523,5579.414761904763
ENSG00000054598,3901.354761904761
ENSG00000054611,2609.017142857143
ENSG00000054654,8625.100952380952
ENSG00000054690,2615.2385714285715
ENSG00000054793,7298.145714285716
ENSG00000054796,1306.7833333333333
ENSG00000054803,3072.354761904762
ENSG00000054938,1269.947619047619
ENSG00000054965,4695.990952380953
ENSG00000054967,3081.8661904761902
ENSG00000054983,2901.258571428572
ENSG00000055044,1109.8638095238096
ENSG00000055070,2580.8461904761903
ENSG00000055118,2649.6890476190483
ENSG00000055130,2977.832380952381
ENSG00000055147,2041.7176190476189
ENSG00000055163,2041.1209523809528
ENSG00000055208,3900.994285714286
ENSG00000055211,1835.2904761904758
ENSG00000055332,3443.6480952380957
ENSG00000055483,2034.9376190476185
ENSG00000055609,3768.9923809523807
ENSG00000055732,2445.7914285714282
ENSG00000055813,4032.354761904761
ENSG00000055917,5692.350952380951
ENSG00000055950,779.402380952381
ENSG00000055955,991.3295238095235
ENSG00000055957,1205.4304761904764
ENSG00000056050,787.4590476190475
ENSG00000056097,3344.972380952381
ENSG00000056277,3072.3500000000004
ENSG00000056291,1473.3166666666666
ENSG00000056487,1707.9095238095242
ENSG00000056558,4222.860476190475
ENSG00000056586,2963.348095238095
ENSG00000056736,1981.770952380952
ENSG00000056972,1927.2147619047616
ENSG00000056998,1598.2242857142855
ENSG00000057019,4266.607142857142
ENSG00000057149,1542.3547619047617
ENSG00000057252,4471.367142857142
ENSG00000057294,2555.4366666666665
ENSG00000057468,3188.354761904762
ENSG00000057593,1702.7071428571426
ENSG00000057608,2127.0533333333337
ENSG00000057657,2642.0276190476193
ENSG00000057663,1802.902857142857
ENSG00000057704,5225.833809523809
ENSG00000057757,1333.8128571428572
ENSG00000057935,2371.495238095238
ENSG00000058056,2056.5623809523813
ENSG00000058063,3048.6942857142853
ENSG00000058085,3082.78
ENSG00000058091,3232.8428571428567
ENSG00000058262,3391.492380952381
ENSG00000058272,1569.975714285714
ENSG00000058335,2610.0814285714287
ENSG00000058404,1601.8623809523808
ENSG00000058453,4608.924761904762
ENSG00000058600,1820.9457142857143
ENSG00000058668,5996.099999999999
ENSG00000058673,3250.7947619047623
ENSG00000058729,1171.169047619048
ENSG00000058799,1478.654761904762
ENSG00000058804,4324.955238095238
ENSG00000058866,2223.766190476191
ENSG00000059122,2536.1519047619054
ENSG00000059145,1700.8147619047618
ENSG00000059377,1619.3023809523809
ENSG00000059378,1667.4223809523808
ENSG00000059573,3061.1080952380958
ENSG00000059588,2176.985238095238
